movie_id,description,language,released,rating,writer,director,cast,genre,name
"tt2592236","A 55-year old woman files a divorce petition against her 71-year old husband, after over 30 years of married life. Their son, and a female advocate searches for the reason and circumstances, changing their perception about some people.","[ ""Malayalam"" ]","2012-09-07",7.4,"[ ""Jayamohan"", ""Jayamohan"" ]","[ ""Madhupal"" ]","[ ""Asif Ali"", ""Ayyappa Baiju"", ""Bhavana"", ""M.R. Gopakumar"", ""Jagadish"", ""Sudheer Karamana"", ""Lal"", ""Mallika"", ""Shweta Menon"", ""Nandu"", ""Kochu Preman"" ]","[ ""Drama"", ""Family"" ]","Ozhimuri"
"tt0334482","Two friends think they have set each other with the right women.But things are not as it seems.","[ ""Malayalam"" ]","2000-12",7.4,"[ ""Meccartin"", ""Raffi"" ]","[ ""Meccartin"", ""Raffi"" ]","[ ""Suresh Gopi"", ""Lal"", ""Dileep"", ""Samyuktha Varma"", ""Geethu Mohandas"", ""Kavya Madhavan"", ""Salim Kumar"", ""Sphadikam George"", ""Manka Mahesh"", ""Kochu Preman"", ""Vinuchakravarthy"" ]","[ ""Action"", ""Comedy"" ]","Thenkasipattanam"
"tt0393452","Kochu Thresia, is a rich widow, who craves to 'live' life, but is alienated by her children who are caught in the rat race for making money. At this juncture, she meets the young, ...","[ ""Malayalam"" ]","2003-12-25",7.4,"[ ""Ranjan Pramod"" ]","[ ""Sathyan Anthikad"" ]","[ ""Jayaram"", ""Sheela"", ""Nayanthara"", ""Innocent Vareed Thekkethala"", ""K.P.A.C. Lalitha"", ""Siddique"", ""Oduvil Unnikrishnan"", ""Nedumudi Venu"", ""Sukumari"", ""Mammukoya"", ""Madhupal"", ""T.P. Madhavan"", ""Sona Nair"", ""Santhakumari"", ""Sivaji"" ]","[ ""Comedy"", ""Drama"" ]","Manassinakkare"
"tt0282629","a story of an unauthorised guide who lives in kodaikanal.and he meets a family .and he fall in love with a girl in family.","[ ""Malayalam"" ]","NA",7.4,"[ ""Kaloor Dennis"", ""A.R. Mukesh"" ]","[ ""Joshi"" ]","[ ""Mohanlal"", ""Karthika"", ""M.G. Soman"", ""Jayabharati"", ""Suresh Gopi"", ""Rohini"", ""Lalu Alex"", ""Jagathi Sreekumar"", ""Maniyanpilla Raju"", ""Prathapachandran"", ""Karamana Janardanan Nair"", ""Mohan Jose"" ]","[ ""Action"", ""Drama"", ""Thriller"" ]","January Oru Orma"
"tt0186956","","[ ""Malayalam"" ]","1996",7.4,"[]","[ ""Bharathan"" ]","[ ""Sridevi"", ""Arvind Swamy"", ""Nedumudi Venu"" ]","[ ""Action"", ""Adventure"" ]","Devaraagam"
"tt0254247","An expressive depiction of love and separation set in a Boarding school.","[ ""Hindi"", ""Malayalam"" ]","NA",7.4,"[ ""Prathap Pothen"", ""Prathap Pothen"" ]","[ ""Prathap Pothen"" ]","[ ""Harish"", ""Sonia"", ""Laxmi"", ""Kamal Haasan"", ""Lalu Alex"", ""Thezni Khan"", ""Captain Raju"", ""Sankaradi"", ""Sohani"", ""M.G. Soman"", ""Jagathi Sreekumar"", ""Jagannatha Varma"", ""Nedumudi Venu"" ]","[]","Daisy"
"tt4471488","Siddarama (Aditya) is a slum dweller yet an very intelligent guy. He lives with his mother who works in an agarbatti (incense sticks) factory to make ends meet. One of the pranks lead him ...","[ ""Kannada"", ""Malayalam"" ]","2015-02-20",7.4,"[ ""Giriraj Bm"" ]","[ ""Giriraj Bm"" ]","[ ""Mohanlal"", ""Puneeth Rajkumar"", ""Atul Kulkarni"", ""Ravi Kale"", ""Master Aditya"", ""Archana"", ""Bhavana"", ""Sadhu Kokila"", ""Satyajit"", ""Shashank"" ]","[ ""Drama"" ]","Mythri"
"tt0280968","","[ ""Hindi"", ""Malayalam"", ""Tamil"" ]","2006-02-15",7.4,"[ ""Reghunath Paleri"" ]","[ ""Jijo Punnoose"" ]","[ ""Alummoodan"", ""Arvind"", ""Amitabh Bachchan"", ""Mukesh"", ""Kottarakkara Sridharan Nair"", ""Vettoor Purushan"", ""Sonia"", ""Suresh"", ""Dalip Tahil"" ]","[ ""Action"", ""Adventure"", ""Comedy"" ]","My Dear Kuttichaathan"
"tt1920913","","[ ""Malayalam"" ]","2010-11-24",7.4,"[ ""Kiran Prabhakar"", ""Shyamaprasad"" ]","[ ""Shyamaprasad"" ]","[ ""Manisha Koirala"", ""Nayanthara"", ""Prakash Raj"" ]","[]","Elektra"
"tt0246809","After exposing the wrong-doings of two corrupt politicians, Delhi-based Journalist, Vijay Kumar, is beaten to such an extent that he becomes partly paralyzed, and is imprisoned. The two ...","[ ""Malayalam"", ""Hindi"" ]","1987-07-24",7.4,"[ ""Gyandev Agnihotri"", ""Dennis Joseph"" ]","[ ""Joshi"" ]","[ ""Jeetendra"", ""Mammootty"", ""Sumalatha"", ""Devan"", ""Jagannatha Varma"", ""B. Thyagarajan"", ""Suresh Gopi"", ""Urvashi"", ""Vijayaraghavan"", ""Mohan Jose"", ""Siddique"", ""Prathapachandran"", ""Raza Murad"" ]","[ ""Action"", ""Crime"", ""Drama"" ]","New Delhi"
"tt0928194","Story of a strong politician who travels to Dubai for a fake depth","[ ""Malayalam"" ]","2007-07-05",7.4,"[ ""Ikbal Kuttipuram"" ]","[ ""Lal Jose"" ]","[ ""Sreenivasan"", ""Chu Min Zhang"", ""Indrajith"", ""Shivaji Guruvayoor"", ""Samvrutha Sunil"", ""Jagathi Sreekumar"", ""Jayasurya"", ""Sadiq"", ""Salim Kumar"", ""Augustine"", ""Nedumudi Venu"", ""Suraaj Venjarammoodu"", ""Manikandan"", ""Narayanan Nair"", ""Anil Panachooran"" ]","[ ""Drama"" ]","Arabikkatha"
"tt0214558","","[ ""Malayalam"" ]","2014-05-26",7.4,"[]","[ ""M. Krishnan Nair"" ]","[ ""Prem Nazir"" ]","[]","C.I.D"
"tt0258886","","[ ""Malayalam"" ]","2016-07-02",7.4,"[ ""Renjith"", ""P.R. Nathan"" ]","[ ""Kamal"" ]","[ ""Jayaram"", ""Shamili"", ""Murali"", ""Geetha"", ""Innocent Vareed Thekkethala"", ""Jagathi Sreekumar"", ""Rekha Mallick"", ""Sunita"", ""Thikkurisi Sukumaran Nair"", ""Kaviyoor Ponnamma"", ""Philomina"", ""Sankaradi"", ""Kalpana"", ""Meena"", ""Pappu"" ]","[ ""Comedy"", ""Drama"", ""Family"" ]","Pookkalam Varavayi"
"tt0258280","A love story featuring a pilot and an air hostess.","[ ""Malayalam"" ]","2015-06-26",7.4,"[ ""P. Avvaneth"", ""Thoppil Bhasi"" ]","[ ""K.S. Sethumadhavan"" ]","[ ""Adoor Bhasi"", ""Sheela"", ""Bahadur"", ""C.A. Balan"", ""K.P.A.C. Lalitha"", ""Philomina"", ""Muthukulam Raghavan Pillai"", ""Sankaradi"", ""Sathyan"", ""K.P. Ummer"" ]","[]","Vazhve Mayam"
"tt0353643","","[ ""Malayalam"" ]","NA",7.4,"[]","[ ""Jayaraaj"" ]","[ ""Manoj K. Jayan"", ""Monisha"", ""Narendra Prasad"", ""Maniyanpilla Raju"" ]","[]","Kudumbasametham"
"tt0207956","","[ ""Malayalam"" ]","NA",7.4,"[ ""T.V. Chandran"" ]","[ ""T.V. Chandran"" ]","[ ""Nilambur Balan"", ""Jalaja"", ""P.T. Kunju Muhammad"", ""T. Ravindranath"", ""V.K. Sriraman"", ""Nedumudi Venu"" ]","[]","Alicinte Anweshanam"
"tt0156089","","[ ""Telugu"", ""Malayalam"" ]","NA",7.4,"[]","[ ""Bapu"", ""A. Bhimsingh"" ]","[ ""Adoor Bhasi"", ""Rajendraprasad"", ""Mallika Sukumaran"", ""Sukumari"" ]","[]","Sneham"
"tt0352147","","[ ""Malayalam"" ]","2006-03-13",7.4,"[]","[ ""V.P. Mohammed"" ]","[]","[]","Aids"
"tt0155801","","[ ""Malayalam"" ]","1985-11-15",7.4,"[ ""Bharathan"", ""John Paul"" ]","[ ""Bharathan"" ]","[ ""Mammootty"", ""Nedumudi Venu"", ""Innocent Vareed Thekkethala"", ""Janardanan"", ""Bahadur"", ""Saritha"", ""Lizy"", ""Philomina"", ""Master Prasobh"" ]","[ ""Musical"", ""Drama"" ]","Kathodu Kathoram"
"tt0292209","Revathi's parents separated when she was young, and she was raised by her mother who taught her that her father was a bad man. Years later , with her father sick, he send's a last wish to ...","[ ""Malayalam"" ]","NA",7.4,"[ ""John Paul"", ""Ravi Vallathol"" ]","[ ""Sathyan Anthikad"" ]","[ ""Mohanlal"", ""Gopi"", ""Radha"", ""Menaka"", ""Sukumari"", ""Lizy"", ""Innocent Vareed Thekkethala"", ""Bahadur"", ""Jagathi Sreekumar"", ""Mala Aravindan"" ]","[ ""Comedy"", ""Drama"" ]","Revathikkoru Pavakkutty"
"tt0271355","","[ ""Malayalam"" ]","1989-06-01",7.4,"[ ""Shibu Chakravarthy"" ]","[ ""Dennis Joseph"" ]","[ ""Mammootty"", ""Ganesh Kumar"", ""Silk Smitha"", ""Jose Prakash"", ""Jayabharati"", ""Thilakan"", ""Jagannatha Varma"", ""Charu Haasan"", ""Sukumari"", ""Parvathi"", ""Kunchan"", ""Trichur Elsi"", ""Abhijith Venu"" ]","[ ""Adventure"", ""Fantasy"", ""Thriller"" ]","Adharvam"
"tt0155698","The movie narrates the story of an unmarried mother and the tribulation she faces in her life.","[ ""Malayalam"" ]","1984-11-14",7.4,"[ ""Thoppil Bhasi"", ""Mallika Yunis"" ]","[ ""Bharathan"" ]","[ ""Suhasini"", ""Mammootty"", ""Nahas Shah"", ""Unnimary"", ""Meena"", ""K.P.A.C. Lalitha"", ""Cochin Hanifa"", ""Sabitha Anand"", ""Trichur Elsi"", ""Kannur Sreelatha"", ""Nedumudi Venu"" ]","[ ""Drama"", ""Romance"" ]","Ente Upasana"
"tt3668280","Story of a 12 year old boy given a task of framing 101 questions by his teacher- without worrying about the answers. The plot moves around his life and the questions - that are intertwined ...","[ ""Malayalam"" ]","2013-07-26",7.4,"[ ""Sidhartha Siva"" ]","[ ""Sidhartha Siva"" ]","[ ""V.P. Gangadharan"", ""Indrajith"", ""Vinod Kovoor"", ""Lena"", ""Manikandan"", ""Minon"", ""Murugan"", ""Musthafa"", ""Rachana Narayanankutty"", ""Kalabhavan Rahman"", ""Nishanth Sagar"", ""Sudheesh"", ""Biju Varkey"" ]","[ ""Drama"", ""Family"" ]","101 Chodhyangal?"
"tt0291740","","[ ""Malayalam"" ]","NA",7.4,"[ ""Venu Nagavalli"" ]","[ ""Venu Nagavalli"" ]","[ ""Mohanlal"", ""Ambika"", ""Jagadish"", ""Murali"", ""Radha"", ""Maniyanpilla Raju"", ""Sankaradi"", ""Seema"", ""Jagathi Sreekumar"", ""Sukumaran"", ""Innocent Vareed Thekkethala"", ""Nedumudi Venu"" ]","[]","Ayitham"
"tt0116749","","[ ""Malayalam"" ]","1996-09-06",7.4,"[ ""Adoor Gopalakrishnan"" ]","[ ""Adoor Gopalakrishnan"" ]","[ ""Vishwanathan"", ""Mini Nair"", ""Aranmulla Ponnamma"", ""Urmila Unni"", ""K.P.A.C. Lalitha"", ""Babu Namboothiri"", ""Oduvil Unnikrishnan"", ""Narendra Prasad"", ""Mukesh"", ""Jagadish"", ""Ravi Vallathol"", ""Jagannatha Varma"", ""P.C. Soman"", ""T.S. Raju"", ""Ramya Nambeeshan"" ]","[ ""Biography"", ""Drama"" ]","Kathapurushan"
"tt0214909","A couple who lost their daughter in an accident decides to adopt a girl from the local orphanage. But problems arise when the child's real mother seeks to find her.","[ ""Malayalam"" ]","2006-03-05",7.4,"[ ""Fazil"" ]","[ ""Fazil"" ]","[ ""Gopi"", ""Sangeeta Naik"", ""Mohanlal"", ""Shalini"", ""Poornima Jayaram"", ""Thilakan"", ""Rajan P. Dev"" ]","[ ""Drama"" ]","Ente Mamattikkuttiyammakku"
"tt0248934","Deputy Superintendent of Police Achuthankutty tries to solve the mystery of film director Harikrishnan's death. Three women are the main suspects.","[ ""Malayalam"" ]","1986-03-21",7.4,"[ ""P. Padmarajan"", ""Sudhakar P. Nair"" ]","[ ""P. Padmarajan"" ]","[ ""Mohanlal"", ""Mammootty"", ""Rahman"", ""Karthika"", ""Sripriya"", ""Unnimary"", ""Jalaja"", ""Prem Prakash"", ""Kothuku Nanappan"", ""Valsala Menon"", ""Krishnan Kutty Nair"" ]","[ ""Crime"", ""Mystery"", ""Thriller"" ]","Kariyila Kattu Pole"
"tt0069334","","[ ""Malayalam"" ]","1973-07",7.4,"[ ""Adoor Gopalakrishnan"", ""K.P. Kumaran"" ]","[ ""Adoor Gopalakrishnan"" ]","[ ""Gopi"", ""Madhu"", ""Thikkurisi Sukumaran Nair"", ""Sharada"" ]","[ ""Drama"" ]","Swayamvaram"
"tt1988774","The story of a few foodies, whose fondness of food bonds them together.","[ ""Malayalam"" ]","2011-07-08",7.4,"[ ""Dileesh Nair"", ""Syam Pushkaran"" ]","[ ""Aashiq Abu"" ]","[ ""Lal"", ""Mythili"", ""Asif Ali"", ""Baburaj"", ""Vijayaraghavan"", ""Kalpana"", ""Ahamed Siddique"", ""Majeed"", ""Munshi Venu"", ""Aliyar"", ""Sunil Sukhada"", ""Archana Kavi"", ""Ambika Mohan"", ""Favour Francis"", ""Dileesh Pothan"" ]","[ ""Comedy"", ""Drama"", ""Romance"" ]","Salt n' Pepper"
"tt0299693","Bharathchandran IPS brings to justice a Delhi-based business tycoon.","[ ""Malayalam"" ]","NA",7.4,"[ ""Renji Panicker"" ]","[ ""Shaji Kailas"" ]","[ ""Suresh Gopi"", ""Ratheesh"", ""Vijayaraghavan"", ""Ganesh Kumar"", ""Shobana"", ""M.G. Soman"", ""Rajan P. Dev"", ""N.F. Varghese"", ""Raghu"", ""Baiju"", ""Ravi Vallathol"", ""Karamana Janardanan Nair"", ""Chitra"", ""Maniyanpilla Raju"", ""Priyanka Upendra"" ]","[ ""Action"", ""Crime"", ""Thriller"" ]","Commissioner"
"tt0156168","","[ ""Malayalam"" ]","NA",7.4,"[ ""Ambazhathil Karunakaran Lohithadas"" ]","[ ""Bharathan"" ]","[ ""Murali"", ""Manoj K. Jayan"", ""Urvashi"", ""K.P.A.C. Lalitha"", ""Sonia"", ""Pappu"", ""Mala Aravindan"", ""Ragini"", ""Philomina"", ""Priyanka Upendra"", ""Nedumudi Venu"", ""Innocent Vareed Thekkethala"", ""Seena Antony"", ""M.S. Thrippunithara"", ""Salu Kuttanadu"" ]","[ ""Drama"" ]","Venkalam"
"tt3323920","Ryan Philips (Master Sanoop) is a smart cute school boy who has one biggest problem: Maths. As he struggles to escape from doing his maths homework, he resorts to mischievous acts, little ...","[ ""Malayalam"" ]","2013-11-15",7.4,"[ ""Shanil Muhammed"", ""Rojin Thomas"" ]","[ ""Shanil Muhammed"", ""Rojin Philip"" ]","[ ""Jayasurya"", ""Ramya Nambeeshan"", ""Sanoop Santhosh"", ""Joy Mathew"", ""Vijay Babu"", ""Mukesh"", ""Innocent Vareed Thekkethala"", ""Sasi Kalinga"", ""Sudheer Karamana"", ""Kiran Aravindakshan"", ""Augen"", ""Nidheesh Boban"", ""Antony Elrin D'Silva"", ""Diya"", ""Pradeep Kottayam"" ]","[ ""Comedy"", ""Family"" ]","Philips and the Monkey Pen"
"tt2922382","Can a young man escape from the clutches of a loan shark on time?","[ ""Malayalam"", ""Tamil"" ]","2013-05-10",7.4,"[ ""Alphonse Puthren"", ""Alphonse Puthren"" ]","[ ""Alphonse Puthren"" ]","[ ""Nivin Pauly"", ""Nazriya Nazim"", ""Lalu Alex"", ""Bobby Simha"", ""Thambi Ramayya"", ""Shammi Thilakan"", ""Nassar"", ""Manoj K. Jayan"", ""John Vijay"", ""Charlie"", ""Ramesh Thilak"", ""Anant Nag"", ""Shabareesh Varma"", ""Crane Manohar"", ""Manobala"" ]","[ ""Drama"", ""Romance"", ""Thriller"" ]","Neram"
"tt2248028","A Hindu boy falls in love with a Muslim girl.","[ ""Malayalam"" ]","2012-07-13",7.4,"[ ""Vineeth Sreenivasan"" ]","[ ""Vineeth Sreenivasan"" ]","[ ""Nivin Pauly"", ""Isha Talwar"", ""Manoj K. Jayan"", ""John Kaippallil"", ""Pradeep Kottayam"", ""Manikuttan"", ""Bhagath Baby Manuel"", ""Anwar Shereef"", ""Ahamed Siddique"", ""Sreenivasan"", ""Aju Varghese"", ""Sunny Wayne"" ]","[ ""Drama"", ""Musical"", ""Romance"" ]","Thattathin Marayathu"
"tt0259605","","[ ""Malayalam"" ]","NA",7.5,"[]","[ ""Lenin Rajendran"" ]","[ ""Ambika"", ""Anant Nag"", ""Babu Namboothiri"", ""Ranjini"", ""Srividya"" ]","[]","Swathi Thirunal"
"tt1539997","Ten stories meet at Kerala Cafe.","[ ""Malayalam"" ]","2009-10-09",7.4,"[ ""Deedi Damodaran"", ""Rajesh Jayaraman"" ]","[ ""Uday Ananthan"", ""Lal Jose"" ]","[ ""Sathyan Anthikad"", ""Augustine"", ""M.A. Baby"", ""Nandan Chalissery"", ""Santha Devi"", ""Dileep"", ""Fahadh Faasil"", ""Suresh Gopi"", ""Jayakumar"", ""Jayasurya"", ""Jyothirmayi"", ""Sasi Kalinga"", ""Rima Kallingal"", ""Kalpana"", ""Molly Kannamaly"" ]","[ ""Comedy"", ""Drama"", ""Family"" ]","Kerala Cafe"
"tt0973783","After their foster mother was murdered in cold blood, four brothers try to find out the truth behind the death.","[ ""Malayalam"" ]","2007-04-14",7.4,"[ ""Amal Neerad"" ]","[ ""Amal Neerad"" ]","[ ""Mammootty"", ""Manoj K. Jayan"", ""Bala"", ""Sumit Naval"", ""Pasupathy"", ""Vijayaraghavan"", ""Sherveer Vakil"", ""Maniyanpilla Raju"", ""Innocent Vareed Thekkethala"", ""Nafisa Ali"", ""Mamta Mohandas"", ""Manasa"", ""Lena"", ""Ramesh Varma"", ""Vinayakan"" ]","[ ""Action"", ""Crime"", ""Thriller"" ]","Big B"
"tt0155763","","[ ""Malayalam"" ]","NA",7.5,"[ ""M.T. Vasudevan Nair"" ]","[ ""P. Bhaskaran"" ]","[ ""Adoor Bhasi"", ""Thikkurisi Sukumaran Nair"", ""Prem Nazir"", ""Vennira Aadai Nirmala"", ""Sharada"" ]","[]","Iruttinde Athmavu"
"tt0155926","","[ ""Malayalam"" ]","NA",7.5,"[ ""Bharathan"", ""John Paul"" ]","[ ""Bharathan"" ]","[ ""Gopi"", ""Adoor Bhasi"", ""Madhavi"", ""Ramu"", ""Nedumudi Venu"" ]","[]","Ormakkayi"
"tt0273870","Story of Induchudhan, whose life after a prison sentence for which he is wrongly convicted, and his revenge.","[ ""Malayalam"" ]","2008-12-20",7.4,"[ ""Renjith"" ]","[ ""Shaji Kailas"" ]","[ ""Mohanlal"", ""N.F. Varghese"", ""Thilakan"", ""Aishwarya"", ""Kanaka"", ""Jagathi Sreekumar"", ""Kalabhavan Mani"", ""Irshad"", ""V.K. Sriraman"", ""Bharathi"", ""Sphadikam George"", ""T.P. Madhavan"", ""Mammootty"", ""Narendra Prasad"", ""Maniyanpilla Raju"" ]","[ ""Action"", ""Drama"", ""Musical"" ]","Narashimham"
"tt2363047","Determination of a 22 year old nurse Tessa from Kottayam, who was betrayed and raped, in taking revenge on her tormentors.","[ ""Malayalam"" ]","2012-05-03",7.4,"[ ""Abhilash Kumar"", ""Syam Pushkaran"" ]","[ ""Aashiq Abu"" ]","[ ""Vijay Babu"", ""Rima Kallingal"", ""Fahadh Faasil"", ""Sajid"", ""Aswathi Naduthodi"", ""Sandeep Narayan"", ""Prathap Pothen"" ]","[ ""Crime"", ""Drama"", ""Romance"" ]","22 Female Kottayam"
"tt4271820","Two young lovers are compatible in every way - they even agree that marriage is futile. However, their emotions are not so easily managed, especially when they witness the unconditional love of the older couple with whom they live.","[ ""Tamil"", ""Telugu"", ""Malayalam"" ]","2015-04-17",7.4,"[ ""Mani Ratnam"" ]","[ ""Mani Ratnam"" ]","[ ""Dulquer Salmaan"", ""Nithya Menon"", ""Prakash Raj"", ""Leela Samson"", ""Vinodhini Vaidynathan"", ""Ramya Subramanian"", ""Siva Ananth"", ""John Devasahayam"", ""Prabhu Lakshman"", ""Baby Rakshana"", ""Kanika"", ""Balkrishna Doshi"", ""Padam Bhola"" ]","[ ""Romance"" ]","OK Kanmani"
"tt0259709","The movie revolves around a monastery run by the Spiritual Head Vishnuji and the mystery behind the murder of Ravi.","[ ""Malayalam"" ]","1989-10-13",7.4,"[ ""Lenin Rajendran"" ]","[ ""Lenin Rajendran"" ]","[ ""Jayaram"", ""Suresh Gopi"", ""Suma Jayaram"", ""T.P. Madhavan"", ""Mammukoya"", ""Parvathi"", ""Sivaji"", ""V.K. Sriraman"", ""Nedumudi Venu"" ]","[ ""Crime"", ""Drama"", ""Mystery"" ]","Vachanam"
"tt0285614","A teacher comes to a village and an old man asks her to tutor his grand son who is sickly all the time. The teacher becomes curious to know about the old man and the boy. She finds out from...","[ ""Manipuri"" ]","1982-04-21",8.800000000000001,"[ ""M.K. Binodini Devi"" ]","[ ""Aribam Syam Sharma"" ]","[ ""Master Lelkhandra Singh"", ""Leikhendro"", ""Rashid"", ""Ingodam Mangi"", ""Bhubaneswari"", ""Indra Kumar"" ]","[]","Imagi ningthem"
"tt2441052","","[ ""Manipuri"" ]","2011-01-07",4.2,"[ ""Johnson Mayanglambam"", ""Rajkidsun Meetei Mayanglambam"" ]","[ ""Johnson"" ]","[ ""Bidyananda"", ""BomBom"", ""Kumar Elangbam"", ""Geeta"", ""Merina Laishangbam"", ""Soma Laishram"", ""Tonthoi Leishangthem"", ""Rajkidsun Meetei Mayanglambam"", ""Tutu Mayanglambam"", ""Ravi"", ""Lalit W."" ]","[ ""Adventure"", ""Horror"", ""Thriller"" ]","Epaaktuda the Lake"
"tt1573878","","[ ""Manipuri"" ]","NA",6.7,"[]","[ ""Aribam Syam Sharma"" ]","[]","[]","Olangthagee Wangmadasoo"
"tt1573863","","[ ""Manipuri"" ]","NA",7.3,"[]","[ ""Aribam Syam Sharma"" ]","[]","[]","Lamja Parshuram"
"tt0156774","","[ ""Manipuri"" ]","1972-04-09",8.4,"[]","[ ""Deb Kumar Bose"" ]","[ ""Yengkhom Roma"", ""Aribam Syam Sharma"" ]","[]","Matamgi Manipur"
"tt0310110","","[ ""Manipuri"" ]","NA",8.6,"[]","[ ""M.A. Singh"" ]","[ ""A. Memi"", ""Master Tony"" ]","[ ""Drama"", ""Crime"" ]","Sanakeithel"
"tt0175776","The harmony in a family in the Manipur Valley, is disrupted by the sudden transformation of a gentle, young wife into a violent woman prone to fits of wild visions. She then goes in search ...","[ ""Manipuri"" ]","1991-03-27",8.5,"[ ""M.K. Binodini Devi"" ]","[ ""Aribam Syam Sharma"" ]","[ ""Kiranmala"", ""Tomba"", ""Manbi"", ""D. Hiren"", ""Baby Molly"", ""Baby Premita"", ""Tara"" ]","[]","Ishanou"
"tt0235741","Sakhi is a divorced woman who is a dancer at the State Dance Academy. One day, a thief falls in love with her after seeing her performance and in order to gain her attention he steals her horse.","[ ""Manipuri"" ]","NA",8.800000000000001,"[]","[ ""Aribam Syam Sharma"" ]","[ ""Devan"", ""Dhiren"", ""Kiranmala"", ""J. Sushila"" ]","[ ""Drama"" ]","Sanabi"
"tt0267280","Rajni Tendulkar gets married to a printing press owner, A.A. Mangalkar, and has her name changed to Aarti. Both become parents to 3 children, Abhay, Asavari, and Ajinkya. Then Mangalkar's ...","[ ""Marathi"" ]","2006-04-28",8.5,"[ ""Praveen Davne"", ""Sudhir Kavdi"" ]","[ ""Sachin"" ]","[ ""Master Abhishek"", ""Madhu Apte"", ""Master Ashwin"", ""Sunil Barve"", ""Ravindra Berde"", ""Ajit Bhurey"", ""Prashant Damle"", ""Daya Dongre"", ""Dinkar Inamdar"", ""Sudhir Joshi"", ""Baby Karishma"", ""Abba Kulkarni"", ""Jairam Kulkarni"", ""Baby Madhura"", ""Madhav Mokasi"" ]","[ ""Drama"" ]","Atmavishwas"
"tt0155652","","[ ""Marathi"" ]","NA",8.6,"[]","[ ""Raja Bargir"" ]","[]","[]","Deed Shahane"
"tt0267277","Dhananjay makes Parshuram and Sudhir to act as his and his brothers wife as the landlady only wants married couples. What will happen when the landlady will come to know the truth and how will they all face her as she is very lovable to all.","[ ""Marathi"" ]","2013-04-05",8.5,"[]","[ ""Sachin"" ]","[ ""Ashok Saraf"", ""Sachin"", ""Laxmikant Berde"", ""Sushant Ray"", ""Ashwini Bhave"", ""Supriya Pilgaonkar"", ""Priya Arun"", ""Nivedita Saraf"", ""Sudhir Joshi"", ""Viju Khote"", ""Nayantara"", ""Siddharth"" ]","[ ""Comedy"" ]","Ashi Hi Banwa Banwi"
"tt1815726","","[ ""Marathi"" ]","2009-04-14",8.6,"[]","[ ""Nagesh Bhonsle"" ]","[ ""Makarand Anaspure"", ""Nagesh Bhonsle"", ""Madhavi Juvekar"", ""Madhu Kambikar"", ""Girija Oak"", ""Nana Patekar"", ""Nilu Phule"", ""Sayaji Shinde"" ]","[ ""Drama"" ]","Gosht Choti Dongraevadhi"
"tt3982558","A drunkard stand up comedian finds himself all alone at the crossroads of life when he is entangled by political stooges to take the fall for a crime he has not committed. His loving wife ...","[ ""Marathi"" ]","2014-10-02",8.6,"[ ""Parag Kulkarni"" ]","[ ""Satish Rajwade"" ]","[ ""Madhav Abhyankar"", ""Sanskruti Balgude"", ""Machindra Bhaskar"", ""Ajit Bhure"", ""Vijay Chauhan"", ""Chetan Chavda"", ""Sachin Deshpande"", ""Bhalchandra Kadam"", ""Ruta Kale"", ""Atul Kasva"", ""Pravin Khandave"", ""Anna Londe"", ""Gouri Londe"", ""Vaibhav Mangale"", ""Ranjit Minchekar"" ]","[ ""Comedy"" ]","Sanngto Aika - Hear Me Out"
"tt0331232","","[ ""Marathi"" ]","NA",8.6,"[ ""Chitra Palekar"" ]","[ ""Amol Palekar"" ]","[ ""Seema Biswas"", ""Nishith Dadhich"", ""Mohan Gokhale"", ""Kishore Kadam"", ""Sachin Khedekar"", ""Atul Kulkarni"", ""Shreeram Lagoo"", ""Samdeep Mehta"", ""Sanjay Mone"", ""Minal Paranjape"", ""Sanjay Pawar"", ""Varsha Usgaonkar"" ]","[ ""Biography"", ""Drama"", ""History"" ]","Dhyasparva"
"tt1176187","Widower Tatya lives a middle-class lifestyle in a small village off of the Konkon Coastline in Maharashtra, India, along with his daughters, Gojiri and mentally challenged Suha. On Suha's ...","[ ""Marathi"" ]","2007",8.5,"[ ""Viju Mane"", ""Viju Mane"" ]","[ ""Viju Mane"" ]","[ ""Sunil Barve"", ""Abhijeet Chavan"", ""Arun Nalawade"", ""Madhura Velankar"" ]","[ ""Drama"", ""Romance"" ]","Gojiri"
"tt0497534","The story of a young village girl who abandons her life and follows her dreams with the help of a traveling cinema.","[ ""Marathi"" ]","2006-02-09",8.6,"[ ""Anisa Mukerjea Ganguli"", ""Arun Kumar"" ]","[ ""Arun Kumar"" ]","[ ""Peeya Rai Chowdhary"", ""Chaitanya Deshpande"", ""Sharad Deshpande"" ]","[ ""Drama"" ]","The Truck of Dreams"
"tt0312538","Fisherwoman is illegitimate daughter of Englishman and local woman on the Konkan coast.","[ ""Marathi"" ]","NA",8.5,"[ ""Vrajendra Gaur"" ]","[ ""Rajaram Vankudre Shantaram"" ]","[ ""Ranjana"", ""Siddharth"" ]","[ ""Drama"" ]","Chaani"
"tt0396964","","[ ""Marathi"" ]","NA",8.699999999999999,"[]","[ ""Gajendra Ahire"" ]","[]","[]","Vitthal Vitthal"
